hash	N	probL	probR	probU	probD	rt	rtL	rtR	rtU	rtD	world	actionstaken	square	existsL	existsR	existsU	existsD	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);	5	0	1	0	0	408	NA	408	NA	NA	cubicles	1	N	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);	5	0	0.2	0	0.8	897	NA	1144	NA	741.5	cubicles	2	G	TRUE	TRUE	FALSE	TRUE	1	0	0	0	0	0	1	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);	26	0	0.3461538462	0	0.6538461538	1002	NA	1223	NA	993	cubicles	2	G	TRUE	TRUE	FALSE	TRUE	1	0	0	0	0	0	1	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);	17	0	0	0	1	477	NA	NA	NA	477	cubicles	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	17	0	1	0	0	380	NA	380	NA	NA	cubicles	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);	18	0	0	0	1	440	NA	NA	NA	440	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);	18	0	0	0	1	518.5	NA	NA	NA	518.5	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);	18	0	1	0	0	772	NA	772	NA	NA	cubicles	1	D	FALSE	TRUE	TRUE	FALSE	4	2	0	0	3	4	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	18	0	1	0	0	482	NA	482	NA	NA	cubicles	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	18	0	1	0	0	487.5	NA	487.5	NA	NA	cubicles	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	18	0	0	0.2222222222	0.7777777778	1324	NA	NA	1521	1264	cubicles	2	D	TRUE	TRUE	TRUE	TRUE	0	0	2	5	2	1	4	1
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);	14	0	0	0	1	492	NA	NA	NA	492	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	14	0.3571428571	0.6428571429	0	0	1175	1646	976	NA	NA	cubicles	2	D	TRUE	TRUE	TRUE	FALSE	4	0	2	1	2	3	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);	9	0	0.6666666667	0	0.3333333333	955	NA	941	NA	973	cubicles	2	G	TRUE	TRUE	FALSE	TRUE	1	0	0	0	0	0	1	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	6	0	0	0	1	386	NA	NA	NA	386	cubicles	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	6	0	0	0	1	468.5	NA	NA	NA	468.5	cubicles	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	10	0	0	0	1	412	NA	NA	NA	412	cubicles	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	10	0	0	0	1	536	NA	NA	NA	536	cubicles	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	26	1	0	0	0	465	465	NA	NA	NA	cubicles	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	26	0	0.1153846154	0	0.8846153846	977	NA	1189	NA	958	cubicles	2	D	FALSE	TRUE	FALSE	TRUE	4	2	0	0	0	0	2	1
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);	23	0	0	0	1	459	NA	NA	NA	459	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	23	0	0	1	0	1011	NA	NA	1011	NA	cubicles	1	O	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);	23	0	0	1	0	383	NA	NA	383	NA	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);	23	0	1	0	0	406	NA	406	NA	NA	cubicles	1	N	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);	23	0	1	0	0	374	NA	374	NA	NA	cubicles	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);	23	0	1	0	0	416	NA	416	NA	NA	cubicles	1	N	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);	23	0	0.3913043478	0	0.6086956522	1000	NA	1029	NA	964.5	cubicles	2	G	TRUE	TRUE	FALSE	TRUE	1	0	0	0	0	0	1	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);	9	0	0	0	1	320	NA	NA	NA	320	cubicles	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	9	0	0	0	1	297	NA	NA	NA	297	cubicles	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);	5	1	0	0	0	632	632	NA	NA	NA	cubicles	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	5	0	0	0	1	817	NA	NA	NA	817	cubicles	1	D	FALSE	TRUE	FALSE	TRUE	4	2	0	0	0	0	2	1
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);	5	0	0	0	1	494	NA	NA	NA	494	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	5	0	0	1	0	1014	NA	NA	1014	NA	cubicles	1	O	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);	5	0	0	1	0	336	NA	NA	336	NA	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);	5	0	1	0	0	620	NA	620	NA	NA	cubicles	1	N	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);	5	0	1	0	0	408	NA	408	NA	NA	cubicles	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);	5	0	0.8	0.2	0	536	NA	552	536	NA	cubicles	2	N	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);	14	0	0.1428571429	0	0.8571428571	483	NA	526.5	NA	435.5	cubicles	2	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	12	0	1	0	0	492	NA	492	NA	NA	cubicles	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);	125	0	1	0	0	1342	NA	1342	NA	NA	bunker3	1	X	FALSE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);	126	0	1	0	0	431	NA	431	NA	NA	bunker3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);	126	0	0	0	1	781	NA	NA	NA	781	bunker3	1	O	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);	126	0	0	0	1	429	NA	NA	NA	429	bunker3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);	126	0	0	0	1	458.5	NA	NA	NA	458.5	bunker3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);	126	0	0	0	1	533.5	NA	NA	NA	533.5	bunker3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	126	0.4682539683	0.5317460317	0	0	1297.5	1240	1480	NA	NA	bunker3	2	D	TRUE	TRUE	TRUE	FALSE	8	1	4	1	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);	67	0	1	0	0	472	NA	472	NA	NA	bunker3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);	67	0	0.7611940299	0	0.2388059701	945	NA	899	NA	1214.5	bunker3	2	G	TRUE	TRUE	TRUE	TRUE	1	0	0	0	1	0	1	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	51	0	0	0	1	442	NA	NA	NA	442	bunker3	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);	59	1	0	0	0	456	456	NA	NA	NA	bunker3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	59	0	0.2033898305	0.0508474576	0.7457627119	1137	NA	1098.5	640	1141.5	bunker3	3	D	FALSE	TRUE	TRUE	TRUE	8	3	0	0	0	0	2	1
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);	12	0.25	0.75	0	0	440	1024	402	NA	NA	bunker3	2	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);	9	0	1	0	0	382	NA	382	NA	NA	bunker3	1	N	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(3,4);	9	0	1	0	0	444	NA	444	NA	NA	bunker3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);	9	0	0.6666666667	0	0.3333333333	851	NA	807	NA	912	bunker3	2	G	TRUE	TRUE	TRUE	TRUE	1	0	0	0	1	0	1	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);	6	0	0	0	1	380.5	NA	NA	NA	380.5	bunker3	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);	44	0	0	0	1	407.5	NA	NA	NA	407.5	bunker3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);	44	0	0.0227272727	0.9772727273	0	905	NA	1000	896	NA	bunker3	2	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);	43	0	0	1	0	360	NA	NA	360	NA	bunker3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);	43	0	1	0	0	395	NA	395	NA	NA	bunker3	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);	43	0	1	0	0	376	NA	376	NA	NA	bunker3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);	43	0	1	0	0	400	NA	400	NA	NA	bunker3	1	N	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);	43	0	1	0	0	508	NA	508	NA	NA	bunker3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);	43	0	0.7209302326	0	0.2790697674	917	NA	917	NA	920	bunker3	2	G	TRUE	TRUE	TRUE	TRUE	1	0	0	0	1	0	1	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);	31	0	0	0	1	379	NA	NA	NA	379	bunker3	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(4,5);	16	0	1	0	0	446	NA	446	NA	NA	bunker3	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
bunker3 p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(4,5);	12	0	1	0	0	345	NA	345	NA	NA	bunker3	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
