	world	node	child	value	prob	N	hash	dv_0.0	dv_0.01	dv_0.02	dv_0.03	dv_0.04	dv_0.05	dv_0.06	dv_0.07	dv_0.08	dv_0.09	dv_0.1	dv_0.11	dv_0.12	dv_0.13	dv_0.14	dv_0.15	dv_0.16	dv_0.17	dv_0.18	dv_0.19	dv_0.2	dv_0.21	dv_0.22	dv_0.23	dv_0.24	dv_0.25	dv_0.26	dv_0.27	dv_0.28	dv_0.29	dv_0.3	dv_0.31	dv_0.32	dv_0.33	dv_0.34	dv_0.35	dv_0.36	dv_0.37	dv_0.38	dv_0.39	dv_0.4	dv_0.41	dv_0.42	dv_0.43	dv_0.44	dv_0.45	dv_0.46	dv_0.47	dv_0.48	dv_0.49	dv_0.5	dv_0.51	dv_0.52	dv_0.53	dv_0.54	dv_0.55	dv_0.56	dv_0.57	dv_0.58	dv_0.59	dv_0.6	dv_0.61	dv_0.62	dv_0.63	dv_0.64	dv_0.65	dv_0.66	dv_0.67	dv_0.68	dv_0.69	dv_0.7	dv_0.71	dv_0.72	dv_0.73	dv_0.74	dv_0.75	dv_0.76	dv_0.77	dv_0.78	dv_0.79	dv_0.8	dv_0.81	dv_0.82	dv_0.83	dv_0.84	dv_0.85	dv_0.86	dv_0.87	dv_0.88	dv_0.89	dv_0.9	dv_0.91	dv_0.92	dv_0.93	dv_0.94	dv_0.95	dv_0.96	dv_0.97	dv_0.98	dv_0.99
100	roomG	N1625775	N9172148	21.8	1.0	21	roomG N1625775	3.4	3.584	3.768	3.952	4.136	4.32	4.504	4.688	4.872	5.056	5.24	5.424	5.608	5.792	5.976	6.16	6.344	6.528	6.712	6.896	7.08	7.264	7.448	7.632	7.816	8.0	8.184	8.368	8.552	8.736	8.92	9.104	9.288	9.472	9.656	9.84	10.024	10.208	10.392	10.576	10.76	10.944	11.128	11.312	11.496	11.68	11.864	12.048	12.232	12.416	12.6	12.784	12.968	13.152	13.336	13.52	13.704	13.888	14.072	14.256	14.44	14.624	14.808	14.992	15.176	15.36	15.544	15.728	15.912	16.096	16.28	16.464	16.648	16.832	17.016	17.2	17.384	17.568	17.752	17.936	18.12	18.304	18.488	18.672	18.856	19.04	19.224	19.408	19.592	19.776	19.96	20.144	20.328	20.512	20.696	20.88	21.064	21.248	21.432	21.616
19	tworooms	N1627744	N7416731	13.2	0.6507936508	126	tworooms N1627744	3.933	4.026	4.119	4.211	4.304	4.397	4.489	4.582	4.675	4.767	4.86	4.953	5.045	5.138	5.231	5.323	5.416	5.509	5.601	5.694	5.787	5.879	5.972	6.065	6.157	6.25	6.343	6.435	6.528	6.621	6.713	6.806	6.899	6.991	7.084	7.177	7.269	7.362	7.455	7.547	7.64	7.733	7.825	7.918	8.011	8.103	8.196	8.289	8.381	8.474	8.567	8.659	8.752	8.845	8.937	9.03	9.123	9.215	9.308	9.401	9.493	9.586	9.679	9.771	9.864	9.957	10.049	10.142	10.235	10.327	10.42	10.513	10.605	10.698	10.791	10.883	10.976	11.069	11.161	11.254	11.347	11.439	11.532	11.625	11.717	11.81	11.903	11.995	12.088	12.181	12.273	12.366	12.459	12.551	12.644	12.737	12.829	12.922	13.015	13.107
20	tworooms	N1627744	N2169075	15.466667000000001	0.34920634920000004	126	tworooms N1627744	1.867	2.003	2.139	2.275	2.411	2.547	2.683	2.819	2.955	3.091	3.227	3.363	3.499	3.635	3.771	3.907	4.043	4.179	4.315	4.451	4.587	4.723	4.859	4.995	5.131	5.267	5.403	5.539	5.675	5.811	5.947	6.083	6.219	6.355	6.491	6.627	6.763	6.899	7.035	7.171	7.307	7.443	7.579	7.715	7.851	7.987	8.123	8.259	8.395	8.531	8.667	8.803	8.939	9.075	9.211	9.347	9.483	9.619	9.755	9.891	10.027	10.163	10.299	10.435	10.571	10.707	10.843	10.979	11.115	11.251	11.387	11.523	11.659	11.795	11.931	12.067	12.203	12.339	12.475	12.611	12.747	12.883	13.019	13.155	13.291	13.427	13.563	13.699	13.835	13.971	14.107	14.243	14.379	14.515	14.651	14.787	14.923	15.059	15.195	15.331
123	tworooms	N6388298	N3112363	22.571428	0.8095238095	21	tworooms N6388298	2.143	2.347	2.551	2.756	2.96	3.164	3.369	3.573	3.777	3.981	4.186	4.39	4.594	4.799	5.003	5.207	5.411	5.616	5.82	6.024	6.229	6.433	6.637	6.841	7.046	7.25	7.454	7.659	7.863	8.067	8.271	8.476	8.68	8.884	9.089	9.293	9.497	9.701	9.906	10.11	10.314	10.519	10.723	10.927	11.131	11.336	11.54	11.744	11.949	12.153	12.357	12.561	12.766	12.97	13.174	13.379	13.583	13.787	13.991	14.196	14.4	14.604	14.809	15.013	15.217	15.421	15.626	15.83	16.034	16.239	16.443	16.647	16.851	17.056	17.26	17.464	17.669	17.873	18.077	18.281	18.486	18.69	18.894	19.099	19.303	19.507	19.711	19.916	20.12	20.324	20.529	20.733	20.937	21.141	21.346	21.55	21.754	21.959	22.163	22.367
122	tworooms	N6388298	N2446217	20.571428	0.1904761905	21	tworooms N6388298	17.0	17.036	17.071	17.107	17.143	17.179	17.214	17.25	17.286	17.321	17.357	17.393	17.429	17.464	17.5	17.536	17.571	17.607	17.643	17.679	17.714	17.75	17.786	17.821	17.857	17.893	17.929	17.964	18.0	18.036	18.071	18.107	18.143	18.179	18.214	18.25	18.286	18.321	18.357	18.393	18.429	18.464	18.5	18.536	18.571	18.607	18.643	18.679	18.714	18.75	18.786	18.821	18.857	18.893	18.929	18.964	19.0	19.036	19.071	19.107	19.143	19.179	19.214	19.25	19.286	19.321	19.357	19.393	19.429	19.464	19.5	19.536	19.571	19.607	19.643	19.679	19.714	19.75	19.786	19.821	19.857	19.893	19.929	19.964	20.0	20.036	20.071	20.107	20.143	20.179	20.214	20.25	20.286	20.321	20.357	20.393	20.429	20.464	20.5	20.536
75	tworooms	N2277	N5127596	18.5	0.033333333300000004	30	tworooms N2277	9.5	9.59	9.68	9.77	9.86	9.95	10.04	10.13	10.22	10.31	10.4	10.49	10.58	10.67	10.76	10.85	10.94	11.03	11.12	11.21	11.3	11.39	11.48	11.57	11.66	11.75	11.84	11.93	12.02	12.11	12.2	12.29	12.38	12.47	12.56	12.65	12.74	12.83	12.92	13.01	13.1	13.19	13.28	13.37	13.46	13.55	13.64	13.73	13.82	13.91	14.0	14.09	14.18	14.27	14.36	14.45	14.54	14.63	14.72	14.81	14.9	14.99	15.08	15.17	15.26	15.35	15.44	15.53	15.62	15.71	15.8	15.89	15.98	16.07	16.16	16.25	16.34	16.43	16.52	16.61	16.7	16.79	16.88	16.97	17.06	17.15	17.24	17.33	17.42	17.51	17.6	17.69	17.78	17.87	17.96	18.05	18.14	18.23	18.32	18.41
141	tworooms	N7291500	N9403647	21.75	0.7142857143000001	7	tworooms N7291500	3.875	4.054	4.232	4.411	4.59	4.769	4.948	5.126	5.305	5.484	5.662	5.841	6.02	6.199	6.377	6.556	6.735	6.914	7.092	7.271	7.45	7.629	7.808	7.986	8.165	8.344	8.522	8.701	8.88	9.059	9.237	9.416	9.595	9.774	9.952	10.131	10.31	10.489	10.668	10.846	11.025	11.204	11.382	11.561	11.74	11.919	12.098	12.276	12.455	12.634	12.812	12.991	13.17	13.349	13.528	13.706	13.885	14.064	14.242	14.421	14.6	14.779	14.958	15.136	15.315	15.494	15.672	15.851	16.03	16.209	16.388	16.566	16.745	16.924	17.102	17.281	17.46	17.639	17.818	17.996	18.175	18.354	18.532	18.711	18.89	19.069	19.248	19.426	19.605	19.784	19.962	20.141	20.32	20.499	20.678	20.856	21.035	21.214	21.392	21.571
103	tworooms	N5159403	N7004659	20.1	0.0	12	tworooms N5159403	2.9	3.072	3.244	3.416	3.588	3.76	3.932	4.104	4.276	4.448	4.62	4.792	4.964	5.136	5.308	5.48	5.652	5.824	5.996	6.168	6.34	6.512	6.684	6.856	7.028	7.2	7.372	7.544	7.716	7.888	8.06	8.232	8.404	8.576	8.748	8.92	9.092	9.264	9.436	9.608	9.78	9.952	10.124	10.296	10.468	10.64	10.812	10.984	11.156	11.328	11.5	11.672	11.844	12.016	12.188	12.36	12.532	12.704	12.876	13.048	13.22	13.392	13.564	13.736	13.908	14.08	14.252	14.424	14.596	14.768	14.94	15.112	15.284	15.456	15.628	15.8	15.972	16.144	16.316	16.488	16.66	16.832	17.004	17.176	17.348	17.52	17.692	17.864	18.036	18.208	18.38	18.552	18.724	18.896	19.068	19.24	19.412	19.584	19.756	19.928
102	tworooms	N5159403	N1559736	20.1	0.0	12	tworooms N5159403	10.7	10.794	10.888	10.982	11.076	11.17	11.264	11.358	11.452	11.546	11.64	11.734	11.828	11.922	12.016	12.11	12.204	12.298	12.392	12.486	12.58	12.674	12.768	12.862	12.956	13.05	13.144	13.238	13.332	13.426	13.52	13.614	13.708	13.802	13.896	13.99	14.084	14.178	14.272	14.366	14.46	14.554	14.648	14.742	14.836	14.93	15.024	15.118	15.212	15.306	15.4	15.494	15.588	15.682	15.776	15.87	15.964	16.058	16.152	16.246	16.34	16.434	16.528	16.622	16.716	16.81	16.904	16.998	17.092	17.186	17.28	17.374	17.468	17.562	17.656	17.75	17.844	17.938	18.032	18.126	18.22	18.314	18.408	18.502	18.596	18.69	18.784	18.878	18.972	19.066	19.16	19.254	19.348	19.442	19.536	19.63	19.724	19.818	19.912	20.006
74	tworooms	N2277	N6388298	18.3	0.7333333333	30	tworooms N2277	3.9	4.044	4.188	4.332	4.476	4.62	4.764	4.908	5.052	5.196	5.34	5.484	5.628	5.772	5.916	6.06	6.204	6.348	6.492	6.636	6.78	6.924	7.068	7.212	7.356	7.5	7.644	7.788	7.932	8.076	8.22	8.364	8.508	8.652	8.796	8.94	9.084	9.228	9.372	9.516	9.66	9.804	9.948	10.092	10.236	10.38	10.524	10.668	10.812	10.956	11.1	11.244	11.388	11.532	11.676	11.82	11.964	12.108	12.252	12.396	12.54	12.684	12.828	12.972	13.116	13.26	13.404	13.548	13.692	13.836	13.98	14.124	14.268	14.412	14.556	14.7	14.844	14.988	15.132	15.276	15.42	15.564	15.708	15.852	15.996	16.14	16.284	16.428	16.572	16.716	16.86	17.004	17.148	17.292	17.436	17.58	17.724	17.868	18.012	18.156
151	tworooms	N1738800	N5180650	22.714287	1.0	11	tworooms N1738800	2.286	2.49	2.694	2.899	3.103	3.307	3.511	3.716	3.92	4.124	4.329	4.533	4.737	4.941	5.146	5.35	5.554	5.759	5.963	6.167	6.371	6.576	6.78	6.984	7.189	7.393	7.597	7.801	8.006	8.21	8.414	8.619	8.823	9.027	9.231	9.436	9.64	9.844	10.049	10.253	10.457	10.661	10.866	11.07	11.274	11.479	11.683	11.887	12.091	12.296	12.5	12.704	12.909	13.113	13.317	13.521	13.726	13.93	14.134	14.339	14.543	14.747	14.951	15.156	15.36	15.564	15.769	15.973	16.177	16.381	16.586	16.79	16.994	17.199	17.403	17.607	17.811	18.016	18.22	18.424	18.629	18.833	19.037	19.241	19.446	19.65	19.854	20.059	20.263	20.467	20.671	20.876	21.08	21.284	21.489	21.693	21.897	22.101	22.306	22.51
101	tworooms	N5159403	N1738800	19.9	1.0	12	tworooms N5159403	4.2	4.357	4.514	4.671	4.828	4.985	5.142	5.299	5.456	5.613	5.77	5.927	6.084	6.241	6.398	6.555	6.712	6.869	7.026	7.183	7.34	7.497	7.654	7.811	7.968	8.125	8.282	8.439	8.596	8.753	8.91	9.067	9.224	9.381	9.538	9.695	9.852	10.009	10.166	10.323	10.48	10.637	10.794	10.951	11.108	11.265	11.422	11.579	11.736	11.893	12.05	12.207	12.364	12.521	12.678	12.835	12.992	13.149	13.306	13.463	13.62	13.777	13.934	14.091	14.248	14.405	14.562	14.719	14.876	15.033	15.19	15.347	15.504	15.661	15.818	15.975	16.132	16.289	16.446	16.603	16.76	16.917	17.074	17.231	17.388	17.545	17.702	17.859	18.016	18.173	18.33	18.487	18.644	18.801	18.958	19.115	19.272	19.429	19.586	19.743
76	tworooms	N2277	N7291500	19.900002	0.23333333329999997	30	tworooms N2277	2.7	2.872	3.044	3.216	3.388	3.56	3.732	3.904	4.076	4.248	4.42	4.592	4.764	4.936	5.108	5.28	5.452	5.624	5.796	5.968	6.14	6.312	6.484	6.656	6.828	7.0	7.172	7.344	7.516	7.688	7.86	8.032	8.204	8.376	8.548	8.72	8.892	9.064	9.236	9.408	9.58	9.752	9.924	10.096	10.268	10.44	10.612	10.784	10.956	11.128	11.3	11.472	11.644	11.816	11.988	12.16	12.332	12.504	12.676	12.848	13.02	13.192	13.364	13.536	13.708	13.88	14.052	14.224	14.396	14.568	14.74	14.912	15.084	15.256	15.428	15.6	15.772	15.944	16.116	16.288	16.46	16.632	16.804	16.976	17.148	17.32	17.492	17.664	17.836	18.008	18.18	18.352	18.524	18.696	18.868	19.04	19.212	19.384	19.556	19.728
67	tworooms	N2169075	N2277	17.0	0.6818181818000001	44	tworooms N2169075	1.75	1.902	2.055	2.208	2.36	2.512	2.665	2.818	2.97	3.122	3.275	3.427	3.58	3.732	3.885	4.037	4.19	4.342	4.495	4.648	4.8	4.952	5.105	5.258	5.41	5.562	5.715	5.868	6.02	6.172	6.325	6.478	6.63	6.782	6.935	7.087	7.24	7.392	7.545	7.697	7.85	8.003	8.155	8.308	8.46	8.612	8.765	8.918	9.07	9.222	9.375	9.528	9.68	9.832	9.985	10.138	10.29	10.442	10.595	10.747	10.9	11.052	11.205	11.357	11.51	11.662	11.815	11.968	12.12	12.272	12.425	12.577	12.73	12.882	13.035	13.187	13.34	13.492	13.645	13.798	13.95	14.102	14.255	14.408	14.56	14.712	14.865	15.017	15.17	15.322	15.475	15.628	15.78	15.932	16.085	16.237	16.39	16.542	16.695	16.847
68	tworooms	N2169075	N763696	17.166666	0.0454545455	44	tworooms N2169075	6.917	7.019	7.122	7.224	7.327	7.429	7.532	7.634	7.737	7.839	7.942	8.044	8.147	8.249	8.352	8.454	8.557	8.659	8.762	8.864	8.967	9.069	9.172	9.274	9.377	9.479	9.582	9.684	9.787	9.889	9.992	10.094	10.197	10.299	10.402	10.504	10.607	10.709	10.812	10.914	11.017	11.119	11.222	11.324	11.427	11.529	11.632	11.734	11.837	11.939	12.042	12.144	12.247	12.349	12.452	12.554	12.657	12.759	12.862	12.964	13.067	13.169	13.272	13.374	13.477	13.579	13.682	13.784	13.887	13.989	14.092	14.194	14.297	14.399	14.502	14.604	14.707	14.809	14.912	15.014	15.117	15.219	15.322	15.424	15.527	15.629	15.732	15.834	15.937	16.039	16.142	16.244	16.347	16.449	16.552	16.654	16.757	16.859	16.962	17.064
69	tworooms	N2169075	N5159403	18.499998	0.2727272727	44	tworooms N2169075	1.917	2.082	2.248	2.414	2.58	2.746	2.912	3.077	3.243	3.409	3.575	3.741	3.907	4.072	4.238	4.404	4.57	4.736	4.902	5.068	5.233	5.399	5.565	5.731	5.897	6.062	6.228	6.394	6.56	6.726	6.892	7.057	7.223	7.389	7.555	7.721	7.887	8.052	8.218	8.384	8.55	8.716	8.882	9.048	9.213	9.379	9.545	9.711	9.877	10.042	10.208	10.374	10.54	10.706	10.872	11.038	11.203	11.369	11.535	11.701	11.867	12.032	12.198	12.364	12.53	12.696	12.862	13.027	13.193	13.359	13.525	13.691	13.857	14.022	14.188	14.354	14.52	14.686	14.852	15.018	15.183	15.349	15.515	15.681	15.847	16.012	16.178	16.344	16.51	16.676	16.842	17.008	17.173	17.339	17.505	17.671	17.837	18.002	18.168	18.334
140	tworooms	N7291500	N9601214	21.5	0.2857142857	7	tworooms N7291500	14.875	14.941	15.008	15.074	15.14	15.206	15.272	15.339	15.405	15.471	15.538	15.604	15.67	15.736	15.802	15.869	15.935	16.001	16.067	16.134	16.2	16.266	16.332	16.399	16.465	16.531	16.598	16.664	16.73	16.796	16.862	16.929	16.995	17.061	17.128	17.194	17.26	17.326	17.392	17.459	17.525	17.591	17.658	17.724	17.79	17.856	17.922	17.989	18.055	18.121	18.188	18.254	18.32	18.386	18.452	18.519	18.585	18.651	18.718	18.784	18.85	18.916	18.982	19.049	19.115	19.181	19.248	19.314	19.38	19.446	19.512	19.579	19.645	19.711	19.778	19.844	19.91	19.976	20.042	20.109	20.175	20.241	20.308	20.374	20.44	20.506	20.572	20.639	20.705	20.771	20.838	20.904	20.97	21.036	21.102	21.169	21.235	21.301	21.368	21.434
150	tworooms	N1738800	N7295169	22.428572	0.0	11	tworooms N1738800	18.714	18.751	18.789	18.826	18.863	18.9	18.937	18.974	19.011	19.049	19.086	19.123	19.16	19.197	19.234	19.271	19.309	19.346	19.383	19.42	19.457	19.494	19.531	19.569	19.606	19.643	19.68	19.717	19.754	19.791	19.829	19.866	19.903	19.94	19.977	20.014	20.051	20.089	20.126	20.163	20.2	20.237	20.274	20.311	20.349	20.386	20.423	20.46	20.497	20.534	20.571	20.609	20.646	20.683	20.72	20.757	20.794	20.831	20.869	20.906	20.943	20.98	21.017	21.054	21.091	21.129	21.166	21.203	21.24	21.277	21.314	21.351	21.389	21.426	21.463	21.5	21.537	21.574	21.611	21.649	21.686	21.723	21.76	21.797	21.834	21.871	21.909	21.946	21.983	22.02	22.057	22.094	22.131	22.169	22.206	22.243	22.28	22.317	22.354	22.391
